WikidataID,itemLabel,sitelinks
Q977,dj,266
Q977,🇩🇯,266
Q41304,Germany,102
Q41304,German Reich,102
Q41304,Deutsche Republik,102
Q41304,German Republic,102
Q41304,Republic of Germany,102
Q41304,Weimar Germany,102
Q182647,Khorezm,70
Q185682,Indochinese Federation,69
Q185682,Indochinese Union,69
Q1041,sn,267
Q1041,SEN,267
Q1041,🇸🇳,267
Q1041,Republic of Senegal,267
Q1042,sc,247
Q1042,SEY,247
Q1042,Republic of Seychelles,247
Q1042,🇸🇨,247
Q43287,Germany,107
Q43287,German Reich,107
Q43287,Imperial Germany,107
Q43287,Deutsches Kaiserreich,107
Q43287,Second Reich,107
Q41,el,345
Q41,Hellas,345
Q41,Greek,345
Q41,Hellenic Republic,345
Q41,gr,345
Q41,GRE,345
Q41,🇬🇷,345
Q41,Ellada,345
Q41,Greek Republic,345
Q1009,CAM,276
Q1009,cm,276
Q1009,CMR,276
Q1009,🇨🇲,276
Q1009,Republic of Cameroon,276
Q1025,Murutaane,272
Q1027,mu,253
Q1027,MRI,253
Q1027,Maurice,253
Q1027,Moris,253
Q1027,🇲🇺,253
Q1027,Republic of Mauritius,253
Q1028,ma,291
Q200262,Kingdom of Pamplona,61
Q202775,Qu'aiti,13
Q202775,Qu'aiti Sultanate of Shihr and Mukalla,13
Q203493,Kingdom of Rumania,54
Q203493,Regatul României,54
Q203493,Romanian Kingdom,54
Q188586,Kingdom of Trinacria,63
Q188586,Regne de Sicilia,63
Q188586,Regne de Sicília,63
Q188586,Regno di Sicilia,63
Q188586,Regnum Siciliae,63
Q188586,Reino de Sicilia,63
Q188712,Japan,77
Q188712,Imperial Japan,77
Q188712,Great Empire of Japan,77
Q188712,Great Japanese Empire,77
Q188712,Japanese Empire,77
Q188712,Αυτοκρατορία της Ιαπωνίας,77
Q1037,🇷🇼,270
Q1037,rw,270
Q1037,Republic of Rwanda,270
Q1039,STP,244
Q1039,Sao Tome and Principe,244
Q1039,st,244
Q1039,Democratic Republic of São Tomé and Príncipe,244
Q1039,Sao Tome & Principe,244
Q1039,São Tomé og Príncipe,244
Q1039,🇸🇹,244
Q61292,FER,46
Q207162,France,47
Q207162,Kingdom of France,47
Q45670,Portuguese Kingdom,55
Q45670,Reino de Portugal,55
Q49910,Aden Colony,30
Q58202,Kingdom of France,50
Q58202,Monarchie de Juillet,50
Q42585,Bohemia,60
Q42585,České království,60
Q42585,Czech Kingdom,60
Q42585,Königreich Böhmen,60
Q42585,Regnum Bohemiae,60
Q1000,ga,264
Q1000,GAB,264
Q1000,🇬🇦,264
Q1000,Gabonese Republic,264
Q1000,Republique Gabonaise,264
Q1000,République Gabonaise,264
Q1005,gm,269
Q1005,Gambia,269
Q1005,GAM,269
Q1005,🇬🇲,269
Q1005,Islamic Republic of the Gambia,269
Q1005,Republic of The Gambia,269
Q38872,Preussen,120
Q76048,Etat independant du Congo,61
Q76048,État indépendant du Congo,61
Q76236,LBSSR,36
Q76236,Litbel,36
Q76236,Lithuanian–Byelorussian Soviet Socialist Republic,36
Q193619,USA,58
Q193619,Dominion of South Africa,58
Q193619,South Africa under Apartheid,58
Q1030,na,283
Q1030,NAM,283
Q1030,🇳🇦,283
Q1030,Republic of Namibia,283
Q1032,ne,269
Q1032,🇳🇪,269
Q1032,Republic Niger,269
Q1032,Republic of Niger,269
Q1032,Republic of The Niger,269
Q1032,The Niger,269
Q714006,Ezo Kyowakoku,37
Q714006,Ezo Kyōwakoku,37
Q714006,Ezo Republic,37
Q716890,Indore,20
Q716890,Holkar State,20
Q718763,South Pacific Mandate,33
Q719183,Areóua,3
Q729768,Kingdom of Zulu,35
Q729768,Kingdom of Zululand,35
Q729768,Zulu Empire,35
Q729768,Zulu polity,35
Q701914,Military administration in Serbia (1941-1944),17
Q704358,,23
Q713750,BRD,107
Q713750,FRG,107
Q68678,SSRB,16
Q1028,MAR,291
Q1028,Marocco,291
Q1028,Maroc,291
Q1028,🇲🇦,291
Q1028,al-Maġrib,291
Q1028,Kingdom of Morocco,291
Q1028,Lmaġrib,291
Q1029,MOZ,275
Q1029,MZ,275
Q1029,Moçambique,275
Q1029,mz,275
Q1029,🇲🇿,275
Q1029,Republic of Mozambique,275
Q1029,República de Moçambique,275
Q96,MEX,379
Q96,MX,379
Q96,Mexican Republic,379
Q96,mx,379
Q96,MXN,379
Q96,Mexicans,379
Q96,🇲🇽,379
Q96,United Mexican States,379
Q71092,1852-1870,64
Q71092,"Second Empire, 1852-1870",64
Q729768,Zululand,35
Q730163,AABH,24
Q730163,Northern Epirus Republic,24
Q730163,Republic of Northern Epirus,24
Q738144,Provincias Unidas de Sudamerica,40
Q738144,Provincias Unidas de Sudamérica,40
Q738144,Provincias Unidas del Rio de la Plata,40
Q738144,Provincias Unidas del Río de la Plata,40
Q738144,United Provinces of South America,40
Q738144,United Provinces of the Rio de la Plata,40
Q738264,Los Altos State,32
Q752431,New Hebrides Condominium,30
Q70802,France,70
Q70802,French Republic,70
Q70802,La IIIe Republique,70
Q70802,La IIIe République,70
Q70802,La Troisieme Republique,70
Q70802,La Troisième République,70
Q70802,Third Republic of France,70
Q71092,Second Empire,64
Q686971,Bohemian Crown,25
Q686971,Czech Crown Lands,25
Q686971,Lands of the Crown of Saint Wenceslaus,25
Q689837,Sáhara Español,37
Q692946,Princely County of Gorizia and Gradisca,19
Q159,RF,391
Q159,RUS,391
Q159,Rus,391
Q159,RU,391
Q159,Russian Federation,391
Q159,ru,391
Q159,Rossija,391
Q159,Rossiya,391
Q2305208,Soviet Russia,16
Q2305208,RSFSR,16
Q2305208,Russian SFSR,16
Q2305208,Russian Soviet Federative Socialist Republic,16
Q2305208,RFSR,16
Q2305208,Russian Federative Republic,16
Q2305208,Russian Federative Soviet Republic,16
Q2305208,Russian FSR,16
Q2305208,Russian Soviet Republic,16
Q2305208,Soviet Republic of Russia,16
Q2308237,Kingdom of Ahom,26
Q145,The United Kingdom of Great Britain and Northern Ireland,347
Q145,Rìoghachd Aonaichte,347
Q145,Rìoghachd Aonaichte na Breatainn Mhòr agus Eirinn a Tuath,347
Q145,The UK,347
Q145,An Ríocht Aontaithe,347
Q145,Unitit Kinrick,347
Q145,Unitit Kinrick o Greet Britain an Norlin Airlann,347
Q145,Y Deyrnas Unigol,347
Q148,China,370
Q148,China PR,370
Q148,CHN,370
Q148,cn,370
Q148,CN,370
Q148,🇨🇳,370
Q148,Mainland China,370
Q148,PR China,370
Q148,PRC,370
Q199821,Great Colombia,68
Q199841,Democratic Yemen,58
Q199841,People's Democratic Republic of Yemen,58
Q199841,Yemen (Aden),58
Q756617,Denmark,42
Q756617,Kongeriget Danmark,42
Q756617,Danish Realm,42
Q756617,Realm of Denmark,42
Q756617,Danmarkar Ríki,42
Q756617,Danmarkip Naalagaaffik,42
Q756617,Danmarks Rige,42
Q756617,Kongsríki Danmarkar,42
Q756617,Kunngeqarfik Danmarki,42
Q761103,Kingdom of Dendi,13
Q762084,Bambara Empire,18
