,WikidataID,itemLabel,sitelinks
34221,Q880730,Blackburn B. Dovener,
34222,Q766864,B. J. Monkiewicz,
34223,Q1687539,Jeremiah Morton,
34224,Q461504,Frederica Wilson,
34225,Q1687542,Jeremiah V. Cockrell,
34226,Q1687548,Jeremiah Van Rensselaer,
34227,Q880606,John A. Burns,
34228,Q2422966,Thomas C. Power,
34229,Q883991,William Sprague III,
34230,Q1257865,William B. Read,
34231,Q53305,Carl Swartz,
34232,Q1700543,John Huyler,
34233,Q880586,Ramón Ernesto Cruz Uclés,
34234,Q727025,Emiliano Chamorro Vargas,
34235,Q2423017,Thomas Claiborne,
34236,Q403684,Kiichi Aichi,
34237,Q356647,Arnoldo Alemán,
34238,Q1700565,John J. Bell,
34239,Q356678,Alfonso López Michelsen,
34240,Q1570026,Robert A. Young,
34241,Q912806,Tom Connally,
34242,Q880670,Marcus Morton,
34243,Q461710,Asha-Rose Migiro,
34244,Q7372827,Roy G. Fitzgerald,
34245,Q5812526,Javier Arias Stella,
34246,Q12983,Herman Van Rompuy,
34247,Q1474405,John W. Stone,
34248,Q1691697,Joel Crawford,
34249,Q619468,Joseph Conombo,
34250,Q132899,Vyacheslav Molotov,
34251,Q880729,José Ramón Guizado,
34252,Q356724,Antoine Pinay,
34253,Q1570036,William Haile,
34254,Q741383,Rod Chandler,
34255,Q558802,Ibrahim Nasir,
34256,Q966154,Bruce Braley,
34257,Q1100740,Cleveland Dear,
34258,Q1332996,Elmer Thomas,
34259,Q580974,Lot M. Morrill,
34260,Q23772336,Tom Malinowski,
34261,Q2158544,Robert Quincy Lee,
34262,Q1175392,David M. McIntosh,
34263,Q866746,Marcellus H. Evans,
34264,Q1930736,Michel Gbezera-Bria,
34265,Q2299229,Solomon L. Hoge,
34266,Q1714539,Orange Merwin,
34267,Q43135,Kevin Rudd,
34268,Q880811,Oliver P. Morton,
34269,Q776226,John A. M. Adair,
34270,Q356751,Héctor José Cámpora,
34271,Q1903065,Martha Keys,
34272,Q2427032,Thomas Sandford,
34273,Q5751955,Carlos Torres y Torres Lara,
34274,Q7387978,S. Wallace Dempsey,
34275,Q2598181,George William Loft,
34276,Q1687846,Jerry Kleczka,
34277,Q1700789,John Lanneau McMillan,
34278,Q2632587,Henry Warner Slocum Sr.,
34279,Q166390,Thomas M. Rees,
34280,Q2158685,Robert S. Garnett,
34281,Q1528681,John B. Hollister,
34282,Q2039933,John Cramer,
34283,Q8007521,William D. Thomas,
34284,Q8025679,Winnifred Sprague Mason Huck,
34285,Q253098,Raymond P. Kogovsek,
34286,Q471892,Robert Smalls,
34287,Q5339691,Edmund Nelson Carpenter,
34288,Q1822094,"Lewis Franklin Payne, Jr.",
34289,Q454439,Tim Hutchinson,
34290,Q7106257,Oscar Secco Ellauri,
34291,Q559061,Fathulla Jameel,
34292,Q12410052,Silas Talbot,
34293,Q881004,Jonathan Trumbull Jr.,
34294,Q1410709,Louis E. Miller,
34295,Q505598,Jerrold Nadler,
34296,Q1822163,Lewis Tillman,
34297,Q881015,Luis Arturo González López,
34298,Q470924,Eduardo Santos,
34299,Q552957,Stefan Meller,
34300,Q192377,João Figueiredo,
34301,Q1358019,James Iver McKay,
34302,Q442056,Roger Q. Mills,
34303,Q375826,Nan Wood Honeyman,
34304,Q1691166,Richard Alsop Wise,
34305,Q1669936,James Parker,
34306,Q503580,Dan Boren,
34307,Q777315,Daniel Bailey Ryall,
34308,Q514660,Pete Visclosky,
34309,Q357725,Robert Woodward Barnwell,
34310,Q1040943,Carl Vinson,
34311,Q295688,Edward Rydz-Śmigły,
34312,Q1701821,John Stephens Wood,
34313,Q235996,Jenny Shipley,
34314,Q910738,John Hill,
34315,Q1060355,Simeon II of Bulgaria,
34316,Q1033235,Mitchell May,
34317,Q217070,Laurent Fabius,
34318,Q1678219,Lemuel Whitman,
34319,Q1701872,John T. Deweese,
34320,Q462899,Jo Ann Davis,
34321,Q331182,William L. Dayton,
34322,Q253787,Aurelio Mosquera Narváez,
34323,Q634626,Cleve Benedict,
34324,Q1037428,Carl D. Perkins,
34325,Q6256302,John S. Jones,
34326,Q6762003,Marian W. Clarke,
34327,Q2579971,William McWillie,
34328,Q3574161,Yvon Siméon,
34329,Q69319,John Kasich,
34330,Q331251,Renaat Van Elslande,
34331,Q3081873,Francisco Laínez,
34332,Q198161,Jonas P. Phoenix,
34333,Q450359,Claudette Werleigh,
34334,Q885542,Juan Federico Ponce Vaides,
34335,Q8000219,Wilbur M. White,
34336,Q264516,Abdul Razak Hussein,
34337,Q1209758,Dick Nichols,
34338,Q946591,Jim Matheson,
34339,Q1179207,Dayton Edward Phillips,
34340,Q85645,Victor L. Berger,
34341,Q2159908,Robin Tallon,
34342,Q698713,Hossein Ala',
34343,Q7114444,Owen D. Leib,
34344,Q16731643,Barry Loudermilk,
34345,Q1689170,Jim Moody,
34346,Q995271,John A. Durkin,
34347,Q1607232,Henry S. Geyer,
34348,Q57379,Dalia Grybauskaitė,
34349,Q331487,Victor Larock,
34350,Q882362,David Boren,
34351,Q2637741,Albert Bustamante,
34352,Q296054,Klement Gottwald,
34353,Q882266,Walter Evans Edge,
34354,Q823960,Bernd H. Niehaus Quesada,
34355,Q6221699,John Berry,
34356,Q2424740,Thomas Hill Williams,
34357,Q1667529,William Nathan Harrell Smith,
34358,Q2148860,Rich T. Buckler,
34359,Q254122,Hina Rabbani Khar,
34360,Q932530,William Bradford,
34361,Q442729,José Figueroa Alcorta,
34362,Q1228083,Hamilton Fish II,
34363,Q7020459,Newton W. Nutting,
34364,Q3064131,Facinet Touré,
34365,Q7353860,Rocheforte Lafayette Weeks,
34366,Q974019,T. A. D. Fessenden,
34367,Q1699660,Omar Truman Burleson,
34368,Q881227,Wade Hampton III,
34369,Q882532,Gabriel Holmes,
34370,Q885963,Martin L. Davey,
34371,Q163179,Clarence Andrew Cannon,
34372,Q994997,Bryan F. Mahan,
34373,Q728833,Misael Pastrana Borrero,
34374,Q8013097,William Irvine,
34375,Q2580480,William S. Linton,
34376,Q2271277,Arunah Metcalf,
34377,Q882579,Fred G. Aandahl,
34378,Q1292556,Harry Gandy,
34379,Q250021,Paul Vanden Boeynants,
34380,Q1242286,Roland Jones,
34381,Q468034,Lars-Emil Johansen,
34382,Q313300,Goh Chok Tong,
34383,Q1251831,Doug Ose,
34384,Q2424945,Thomas J. Cason,
34385,Q728895,Panagis Tsaldaris,
34386,Q3389146,Benedict Arnold,
34387,Q1066145,Charles Stewart,
34388,Q5360882,Elijah Babbitt,
34389,Q4457973,George Hall,
34390,Q8012071,William Henry Kurtz,
34391,Q469498,Souvanna Phouma,
34392,Q1530406,James L. Hogeboom,
34393,Q1849894,Sherman Minton,
34394,Q283829,Julius Maada Bio,
34395,Q1297019,Florence P. Dwyer,
34396,Q473676,Justin De Witt Bowersock,
34397,Q829269,"Beryl Anthony, Jr.",
34398,Q886209,George P. Wetmore,
34399,Q880998,Redfield Proctor,
34400,Q12863228,Q12863228,
34401,Q5311795,Dudley A. White,
34402,Q881055,Mordecai Bartley,
34403,Q8010815,William Hanes Ayres,
34404,Q880992,William O'Connell Bradley,
34405,Q252776,Jeremiah Clemens,
34406,Q330293,Willard Warner,
34407,Q881133,Juan Manuel Gálvez,
34408,Q133386,Jan Peter Balkenende,
34409,Q8006555,William Carlile Arnold,
34410,Q2165407,Ron Barber,
34411,Q247404,Gregory McMahon,
34412,Q5077067,Charles E. Clarke,
34413,Q1064015,Charles D. Beckwith,
34414,Q118266,Johannes Baumann,
34415,Q2041967,Outerbridge Horsey,
34416,Q1701102,John Miller Baer,
34417,Q1700007,John F. Benjamin,
34418,Q375231,George Vickers,
34419,Q2423575,Thomas E. Martin,
34420,Q8010946,William Harrison Dimmick,
34421,Q1653288,Michael D. White,
34422,Q1101209,Clifford Allen,
34423,Q2580767,William Thomas Clark,
34424,Q263633,Benjamin P. Birdsall,
34425,Q563204,Mongi Slim,
34426,Q2510568,Tulsi Giri,
34427,Q590543,Lázaro Chacón González,
34428,Q1570579,"William Coxe, Jr.",
34429,Q502949,John Baldacci,
34430,Q881308,James Budd,
34431,Q2096713,Tawfik Abu al-Huda,
34432,Q330690,Abraham Watkins Venable,
34433,Q1349391,J. Ernest Wharton,
34434,Q12619619,Choi Sung-hong,
34435,Q2579280,William Higby,
34436,Q4662428,Aaron Shenk Kreider,
34437,Q740636,Jerry Weller,
34438,Q2580869,William Vandever,
34439,Q1383012,Cornelius Warren,
34440,Q1499609,John Hagans,
34441,Q1101362,Clifton Clagett,
34442,Q472323,Ranasinghe Premadasa,
34443,Q4532787,Héctor Gros Espiell,
34444,Q1445184,Franklin Clark,
34445,Q6329296,William Spong Jr.,
34446,Q947168,Steve Pearce,
34447,Q473061,Jim Ramstad,
34448,Q1690781,Joan Röell,
34449,Q2892715,Efraín Goldenberg,
34450,Q541986,James Hardin Peterson,
34451,Q1736644,William James Bryan,
34452,Q1701337,John Parsons Cook,
34453,Q5239340,David S. Bennett,
34454,Q355610,Mohammed Nadir Shah,
34455,Q884961,Forrest C. Donnell,
34456,Q8023039,Wilson Darwin Gillette,
34457,Q17344822,Q17344822,
34458,Q881585,Burnet R. Maybank,
34459,Q671976,John Culberson,
34460,Q3034226,Gus Savage,
34461,Q1239941,Donald Hayworth,
34462,Q2373710,Sydney J. Bowie,
34463,Q432880,George Goldthwaite,
34464,Q1701424,John J. Phillips,
34465,Q581141,Benjamin Huntington,
34466,Q1063374,Charles-Ferdinand Nothomb,
34467,Q546932,Ciro Rodriguez,
34468,Q2579511,William Jay Smith,
34469,Q6521533,Lemuel Amerman,
34470,Q3486213,Winston Lackin,
34471,Q162130,Rosario Green,
34472,Q2856973,Antoinette Batumubwira,
34473,Q514350,Pat Danner,
34474,Q1667920,Russ Carnahan,
34475,Q633356,Archibald McNeill,
34476,Q404649,Guy R. Pelton,
34477,Q312894,Juhan Parts,
34478,Q1065727,Chip Pashayan,
34479,Q2097052,Timoci Bavadra,
34480,Q1677523,Jacob Hufty,
34481,Q162269,Jefferson Davis,
34482,Q659919,Edwin D. Morgan,
34483,Q399561,Doris Matsui,
34484,Q2149386,Richard E. Parker,
34485,Q18638152,Davit Bakradze,
34486,Q10775657,John S. Savage,
34487,Q286743,Sirr Al-Khatim Al-Khalifa,
34488,Q2579642,William L. Stoughton,
34489,Q1929000,Michael Reilly,
34490,Q984376,Malcolm Wallop,
34491,Q458003,Keit Pentus-Rosimannus,
34492,Q890971,Bohuslav Sobotka,
34493,Q709453,Frederick T. Frelinghuysen,
34494,Q2580723,William Taylor,
34495,Q513960,Tim Ryan,
34496,Q6779928,Mary Jo Kilroy,
34497,Q3155411,Ismail Mahmud Hurre,
34498,Q69198,Anton Ackermann,
34499,Q526234,Andy Ireland,
34500,Q4516506,Fred Ernst Busbey,
34501,Q14991,Georges Theunis,
34502,Q1065904,Charles Risk,
34503,Q376825,B. Gratz Brown,
34504,Q14996,Paul van Zeeland,
34505,Q1114004,William W. Crapo,
34506,Q363942,Pierre Harmel,
34507,Q2045555,Lawrence J. Hogan,
34508,Q5544374,George Scott Graham,
34509,Q155398,Heinrich Brüning,
34510,Q5671426,Harry P. Jeffrey,
34511,Q885133,John Lind,
34512,Q528979,Jack Reed,
34513,Q2529738,Vlado Bučkovski,
34514,Q6232312,John F. Hunter,
34515,Q818097,Benoni S. Fuller,
34516,Q3700962,Abraham Phineas Grant,
34517,Q1530557,Rensselaer Westerlo,
34518,Q463243,Carlo Sforza,
34519,Q1268493,Dwight M. Sabin,
34520,Q2423731,Thomas Evans,
34521,Q259189,Tom Adams,
34522,Q332081,Rómulo Betancourt,
34523,Q2544624,Walter Halben Butler,
34524,Q505722,Mike Turner,
34525,Q1587889,Harvey Butler Fergusson,
34526,Q1457599,Georges Rebelo Chicoti,
34527,Q163612,Adolfo Alejandro Nouel,
34528,Q767551,Saturnino Lizano Gutiérrez,
34529,Q2580890,William W. Cocks,
34530,Q1702841,Jon Runyan,
34531,Q892023,John Hallock,
34532,Q8012396,William Hoge,
34533,Q1337459,Jim McGovern,
34534,Q1151450,D. Wyatt Aiken,
34535,Q1805514,Richard Crawford White,
34536,Q145051,Zales Ecton,
34537,Q1530765,Habib Chatty,
34538,Q1702623,Roberto Robaina,
34539,Q886523,Enrique Peñaranda,
34540,Q1634183,Hugh A. Butler,
34541,Q669518,Samuel D. McEnery,
34542,Q6139157,James McAndrews,
34543,Q590991,Cyrus Cline,
34544,Q159840,Ruud Lubbers,
34545,Q1426547,John K. Shields,
34546,Q7346630,Robert L. Rodgers,
34547,Q20986582,Dorothy Musuleng-Cooper,
34548,Q5537823,George Chaponda,
34549,Q58139,Mohamed Kamel Amr,
34550,Q822712,Bernard Smith,
34551,Q1476834,George Robinson Black,
34552,Q5538463,George Deardorff McCreary,
34553,Q145190,Zalmon Wildman,
34554,Q4516818,Stéphane Tchitchelle,
34555,Q2129647,Ralph Hill,
34556,Q565374,Martin Heinrich,
34557,Q194725,Henry J. Seaman,
34558,Q484802,Otema Allimadi,
34559,Q2581121,William Worth Dickerson,
34560,Q7344211,Robert Fleming Rich,
34561,Q1178875,Dawson Mathis,
34562,Q883144,Richard Skinner,
34563,Q2638455,Albert Maori Kiki,
34564,Q1700153,John G. Shaw,
34565,Q768040,Augustin Reed Humphrey,
34566,Q2580121,William Neville,
34567,Q2544969,Walter Jones,
34568,Q883159,William S. Fulton,
34569,Q1973401,Frank Owens Smith,
34570,Q2638694,Albert S. Willis,
34571,Q2385714,Charles Benedict Calvert,
34572,Q1016882,Burr Harrison,
34573,Q2545033,Walter Leak Steele,
34574,Q1450919,Thomas Ray Hamer,
34575,Q2425656,Thomas L. Glenn,
34576,Q2425661,Thomas L. Moore,
34577,Q997883,Fejzi Alizoti,
34578,Q135547,Laurent-Désiré Kabila,
34579,Q57905,Mohammed Basindawa,
34580,Q6137187,James Kelly,
34581,Q145416,Tanaka Giichi,
34582,Q2425727,Thomas Larkin Thompson,
34583,Q2677,Wilhelm II,
34584,Q7410384,Samson Mason,
34585,Q1451039,"Philip D. McCulloch, Jr.",
34586,Q168608,Thomas M. Nelson,
34587,Q5079265,Charles I. Faddis,
34588,Q2064243,Paulus Powell,
34589,Q145571,Charles F. McLaughlin,
34590,Q2994421,Luis La Puerta,
34591,Q8013134,William J. Bacon,
34592,Q1607270,Henry Smith,
34593,Q377448,Ekila Liyonda,
34594,Q895903,Boyd Anderson Tackett,
34595,Q723148,Cheri Bustos,
34596,Q1180513,De Witt C. Flanagan,
34597,Q8025014,Winfield S. Kerr,
34598,Q4517248,Hamidul Huq Choudhury,
34599,Q895944,Boyd Winchester,
34600,Q16686379,Emilio Molina Pizarro,
34601,Q7183010,Philemon Beecher,
34602,Q2577860,William Anderson Handley,
34603,Q8008890,William F. Waldow,
34604,Q359433,Christopher Greenup,
34605,Q1494406,Tristram Shaw,
34606,Q561542,Moses Blah,
34607,Q11689894,Luis Videgaray Caso,
34608,Q768207,John J. Eagan,
34609,Q1508356,George Tibbits,
34610,Q485136,Roza Otunbayeva,
34611,Q1174175,David Davis,
34612,Q41563,Julia Gillard,
34613,Q5218750,Daniel Sheffer,
34614,Q86721769,Lorena Aguilar Revelo,
34615,Q1065743,Charles Pelham,
34616,Q1672332,Ira Sherwin Hazeltine,
34617,Q26560,Juan Bautista Gill,
34618,Q1229162,Jesse Burr Strode,
34619,Q57667,Dési Bouterse,
34620,Q778922,Mike Oxley,
34621,Q377602,John William McCormack,
34622,Q1385184,John Van Lear Findlay,
34623,Q2857765,António Victor Martins Monteiro,
34624,Q8538715,Dan Crane,
34625,Q359526,John W. Stevenson,
34626,Q464466,Thomas Tudor Tucker,
34627,Q359532,J. Proctor Knott,
34628,Q22354,Kelly Ayotte,
34629,Q1287719,John King,
34630,Q2167922,Roswell P. Bishop,
34631,Q297547,Alexander I of Serbia,
34632,Q526202,Tasos Giannitsis,
34633,Q880633,John Sebastian Little,
34634,Q464765,Akmaral Arystanbekova,
34635,Q6523685,Leo E. Allen,
34636,Q8018299,William Shadrack Shallenberger,
34637,Q98754452,Marc Vila Amigó,
34638,Q5576556,Miguel Ángel Burelli Rivas,
34639,Q5710822,Helēna Demakova,
34640,Q527220,Elwood Hillis,
34641,Q1458557,Marshall Arnold,
34642,Q214438,Robert Menzies,
34643,Q464733,Clinton Anderson,
34644,Q2139894,Reid Ribble,
34645,Q1931932,Pope Barrow,
34646,Q1343884,William M. Beckner,
34647,Q1533882,"John Linscom Boss, Jr.",
34648,Q666838,William H. Wells,
34649,Q662039,Louis Ruchonnet,
34650,Q37181,Luiz Inácio Lula da Silva,
34651,Q569448,Theron Ephron Catlin,
34652,Q1344144,Enrique de Marchena y Dujarric,
34653,Q5565647,John S. Barbour Jr.,
34654,Q2196351,Boun Oum,
34655,Q1906098,Marvin Leath,
34656,Q770210,Augustus C. Baldwin,
34657,Q129756,George W. Thompson,
34658,Q464810,John Warner,
34659,Q612202,Thomas Abernethy,
34660,Q1606718,Henry F. Hollis,
34661,Q1257005,Walter E. Powell,
34662,Q522314,Rosemary Museminali,
34663,Q2579944,William McKinley,
34664,Q922877,Georges Rawiri,
34665,Q1315807,Sherrod Williams,
34666,Q887391,Oreste Zamor,
34667,Q507177,Harold Hitz Burton,
34668,Q998489,Knut Vollebæk,
34669,Q4933340,Bob McEwen,
34670,Q1701286,"John P. Campbell, Jr.",
34671,Q1181077,Dean Gallo,
34672,Q1428163,Fletcher Hale,
34673,Q1432143,Roscoe Bartlett,
34674,Q1573501,Hamilton Fish III,
34675,Q444261,Ntombi of Swaziland,
34676,Q527493,Duncan L. Hunter,
34677,Q1161029,Daniel Hamburg,
34678,Q2577941,William Bacon Oliver,
34679,Q432864,Benjamin Howland,
34680,Q144226,Steve Austria,
34681,Q289751,Henrik Shipstead,
34682,Q1115375,Lewis P. Featherstone,
34683,Q2645761,Alfred Rowland,
34684,Q887586,Eusebio Rodolfo Cordón Cea,
34685,Q93398,Cuthbert Powell,
34686,Q65013,Otto Winzer,
34687,Q773635,Max van der Stoel,
34688,Q922916,William H. King,
34689,Q884129,La Fayette Grover,
34690,Q2403735,Teno Roncalio,
34691,Q1648671,Robert L. Mouton,
34692,Q419976,Lamar Alexander,
34693,Q217498,Álvaro Obregón,
34694,Q691825,Lawrence R. Ellzey,
34695,Q4747883,Amos Gustine,
34696,Q7152004,Paul Leidy,
34697,Q569962,Anson Burlingame,
34698,Q1385820,Frank William Boykin,
34699,Q731504,Erik Scavenius,
34700,Q7410811,Samuel Austin Kendall,
34701,Q6734226,Mahlon Morris Garland,
34702,Q1701703,John Scott Harrison,
34703,Q18085289,Carlos Raúl Morales Moscoso,
34704,Q2755794,Moumouni Adamou Djermakoye,
34705,Q563223,Luis Padilla Nervo,
34706,Q202209,Giuliano Amato,
34707,Q1478828,Stephen Mallory II,
34708,Q5482337,Francis Rooney,
34709,Q21529147,Sakin Begmatova,
34710,Q3111209,Hamada Madi,
34711,Q7343979,Robert Edward Difenderfer,
34712,Q5491683,Franklin Menges,
34713,Q4395151,Ángel Federico Robledo,
34714,Q2913204,Fred Richmond,
34715,Q256945,John A. Carroll,
34716,Q399055,Robert Matsui,
34717,Q515631,Frank E. Guernsey,
34718,Q6076980,Isaac R. Sherwood,
34719,Q888722,Pedro Joaquín Chamorro Alfaro,
34720,Q466210,Ilinka Mitreva,
34721,Q260037,Alfred Gusenbauer,
34722,Q5844272,John Cochrane,
34723,Q5346631,Edwin M. Schaefer,
34724,Q206,Stephen Harper,
34725,Q675887,Dimitar Iliev Popov,
34726,Q1298,Pedro Montt,
34727,Q361224,John Wentworth,
34728,Q1063872,Charles C. Comstock,
34729,Q10799077,Nguyễn Duy Trinh,
34730,Q361173,Sulejman Tihić,
34731,Q1680076,James Buchanan,
34732,Q244206,Saud of Saudi Arabia,
34733,Q13219800,John Ross,
34734,Q6142676,James S. Negley,
34735,Q502593,Andrei Stratan,
34736,Q5546072,George Watkins,
34737,Q1378870,Silas Hare,
34738,Q1189328,Dennis M. Hertel,
34739,Q571000,William Alden Smith,
34740,Q1620137,Hiram B. Warner,
34741,Q584973,Frank Orren Lowden,
34742,Q7347445,Robert Maynard Murray,
34743,Q981424,Scott Garrett,
34744,Q1337605,John Anton Blatnik,
34745,Q2377510,Francis E. Dorn,
34746,Q44039,Ludwig II of Bavaria,
34747,Q817741,Benjamin Williams,
34748,Q1445681,M. Caldwell Butler,
34749,Q13219818,Joseph F. Smith,
34750,Q16128223,Q16128223,
34751,Q1802130,William C. Adamson,
34752,Q2798386,Robert O. Harris,
34753,Q8015367,William McCreery,
34754,Q5294674,Donald L. Ritter,
34755,Q7789194,Thomas E. Scanlon,
34756,Q1688530,Jetur R. Riggs,
34757,Q8007,Franklin Delano Roosevelt,
34758,Q1700667,John K. Griffith,
34759,Q1570342,Thomas Bines,
34760,Q889100,Joseph Davilmar Théodore,
34761,Q889119,Luis Cordero Crespo,
34762,Q885689,Harlan J. Bushfield,
34763,Q6218779,John Allen Sterling,
34764,Q780938,Theo van Lynden van Sandenburg,
34765,Q4731651,Allen Foster Cooper,
34766,Q745045,Mikio Aoki,
34767,Q20172097,Paul Chet Greene,
34768,Q5436181,Farouq Qasrawi,
34769,Q1689051,Jim Bunn,
34770,Q28859148,Federico Bigi,
34771,Q244631,Leon Panetta,
34772,Q139653,Zachary Taylor,
34773,Q1064307,"Charles F. Curry, Jr.",
34774,Q16105972,Michel Kafando,
34775,Q889198,Tilghman Tucker,
34776,Q1794910,Kwamena Ahwoi,
34777,Q507358,James F. Lloyd,
34778,Q4536919,Mikhail Yakovlev,
34779,Q770515,John W. Gaines,
34780,Q5555859,Ghassan Muhsen,
34781,Q982328,Thomas Madsen-Mygdal,
34782,Q2268145,Bir Shumsher Jung Bahadur Rana,
34783,Q53713,Olof Palme,
34784,Q889317,Myron H. McCord,
34785,Q7410803,Samuel Augustus Bridges,
34786,Q16194422,Troy Balderson,
34787,Q379889,Iyasu V,
34788,Q1304104,Albert Mabri Toikeusse,
34789,Q6171114,Jean Marie M'ba,
34790,Q1685558,Peter I. Blute,
34791,Q400961,Ahmad bin Yahya,
34792,Q1948752,Morton S. Wilkinson,
34793,Q202006,Olusegun Obasanjo,
34794,Q693499,William Orlando Butler,
34795,Q1115886,Philip Schuyler,
34796,Q1064476,Charles G. Conn,
34797,Q2428309,Thomas Y. Fitzpatrick,
34798,Q22279,Susan Collins,
34799,Q884118,William J. Stone,
34800,Q297957,Maumoon Abdul Gayoom,
34801,Q4389741,Augusto Ramírez Ocampo,
34802,Q279091,Thomas Moore,
34803,Q1773116,Monie Captan,
34804,Q1617406,J. McKenzie Moss,
34805,Q887762,José Domingo de Obaldía,
34806,Q2580591,William Smyth,
34807,Q365506,Henry Justin Allen,
34808,Q7237474,Pradeep Kumar Gyawali,
34809,Q1520819,Samuel Price,
34810,Q1229886,José de Posada Herrera,
34811,Q878772,James Barbour,
34812,Q14699824,Luiz Alberto Figueiredo,
34813,Q3460826,Thomas J. Van Alstyne,
34814,Q1806966,Latimer Whipple Ballou,
34815,Q506125,Andrew Maguire,
34816,Q55639180,Andy Kim,
34817,Q475305,Thomas J. B. Robinson,
34818,Q298149,Ernesto Zedillo,
34819,Q8012700,William Huntington Kirkpatrick,
34820,Q1566929,Rob Nicholson,
34821,Q817467,Benjamin F. Loan,
34822,Q1452205,Fred Barthold Norman,
34823,Q1386070,Ezra Darby,
34824,Q996971,O. C. Fisher,
34825,Q1452228,Fred Biermann,
34826,Q817527,Benjamin H. Clover,
34827,Q4027093,James M. Marvin,
34828,Q1269997,Salim Ahmed Salim,
34829,Q730957,Cándido Bareiro,
34830,Q816450,Ben C. Eastman,
34831,Q446525,Eva Bowring,
34832,Q136790,Guillermo Billinghurst,
34833,Q365665,Vladimir Norov,
34834,Q58422562,Tandi Dorji,
34835,Q1585810,Harold Earthman,
34836,Q3575627,Živadin Jovanović,
34837,Q507808,Henry S. Harris,
34838,Q5494743,Fred C. Gartner,
34839,Q817647,"Benjamin Pickman, Jr.",
34840,Q58416634,Katie Hill,
34841,Q5957118,Abbas Aram,
34842,Q1290934,Eduardo Mac Loughlin,
34843,Q888126,Lester C. Hunt,
34844,Q2896102,Benjamin Hawkins,
34845,Q2526498,Vincent A. Taylor,
34846,Q1724385,King Swope,
34847,Q2045562,Gladys Spellman,
34848,Q1386341,F. Jay Nimtz,
34849,Q8012100,William Henry Miller,
34850,Q298443,Rahm Emanuel,
34851,Q1700763,John L. Mitchell,
34852,Q2877627,Ba Swe,
34853,Q2218882,Samuel T. Baird,
34854,Q52644814,John Edward Critien,
34855,Q862373,Bill Posey,
34856,Q731193,Emmanouil Tsouderos,
34857,Q1966549,Nathan Frank,
34858,Q519123,Clarence C. Gilhams,
34859,Q5545562,George W. Chase,
34860,Q6244988,John Littleton Dawson,
34861,Q5293918,Donald A. Bailey,
34862,Q997295,William Halstead Sutphin,
34863,Q2648384,Allen R. Bushnell,
34864,Q8026079,Winston Dookeran,
34865,Q661668,William Eustis,
34866,Q1070710,Chester Earl Merrow,
34867,Q780398,Bob Wise,
34868,Q1124494,Thomas H. Hughes,
34869,Q880987,Richard Yates,
34870,Q5076062,Charles Calvin Bowman,
34871,Q888406,José María Reina Barrios,
34872,Q10768962,Hoang Minh Giam,
34873,Q274594,Carolina Barco,
34874,Q769758,Augusto Samuel Boyd,
34875,Q166646,Ramsay MacDonald,
34876,Q955083,Julius L. Strong,
34877,Q7343747,Robert E. Cook,
34878,Q7962790,Wallace E. Pierce,
34879,Q5294106,Donald C. Dobbins,
34880,Q675570,Elizabeth Kee,
34881,Q720138,Asa Lyon,
34882,Q5082788,Charles Sweetser,
34883,Q376824,Alexander M. Hardy,
34884,Q1378587,Isaac C. Bates,
34885,Q165672,Iajuddin Ahmed,
34886,Q5039957,Carl C. Anderson,
34887,Q16012991,Muhammad Ali Haitham,
34888,Q1894073,Marcus A. Smith,
34889,Q20737918,Farouk Abu Issa,
34890,Q1894100,Marcus C. Lisle,
34891,Q40039690,Francis Kasaila,
34892,Q375214,John Leeds Kerr,
34893,Q1063636,Charles Bennett Deane,
34894,Q1063643,Charles B. Landis,
34895,Q1619758,Nathaniel Littlefield,
34896,Q165778,David Addison Reese,
34897,Q58316,Inoke Kubuabola,
34898,Q2148853,Rich Nugent,
34899,Q45785,Kim Dae-jung,
34900,Q772086,Todd Akin,
34901,Q1192938,Lloyd Stephens Bryce,
34902,Q889488,John M. Patton,
34903,Q42948049,Hilia Barber,
34904,Q1308703,George Outlaw,
34905,Q1536111,Goldsmith W. Hewitt,
34906,Q1366279,Jozias van Aartsen,
34907,Q2067932,"Peleg Coffin, Jr.",
34908,Q176170,Ernő Gerő,
34909,Q624781,Lee Beom-seok,
34910,Q3785077,Taavi Rõivas,
34911,Q6110816,Jacinto de Castro,
34912,Q450984,Henry Cabot Lodge Jr.,
34913,Q1692947,Thomas Dwight,
34914,Q897118,Brady P. Gentry,
34915,Q73382,Moritz von Bissing,
34916,Q781497,John J. McIntyre,
34917,Q1064657,Charles Henry Elston,
34918,Q8537912,Rolla Coral McMillen,
34919,Q1064666,Charles H. Griffin,
34920,Q5395182,Ernst Walch,
34921,Q239380,Thomas Spight,
34922,Q889564,Winfield Scott Hammond,
34923,Q1338409,Emmanuel Pelaez,
34924,Q702680,Sun Yun-suan,
34925,Q19271885,Atiqullah Atifmal,
34926,Q1304089,Miles Taylor,
34927,Q529692,Edwin Reinecke,
34928,Q2164004,Rolland W. Redlin,
34929,Q362129,Ivan Kostov,
34930,Q732712,Asle Gronna,
34931,Q6171473,Jean Rémy Ayouné,
34932,Q664453,Max Petitpierre,
34933,Q29213,Tarja Halonen,
34934,Q2148996,Richard Aylett Buckner,
34935,Q862158,Bill Gunter,
34936,Q1292046,Edward James Devitt,
34937,Q886213,Stenio Vincent,
